,cps19_fed_gov_sat,cps19_spend_env,cps19_fed_id,cps19_province,cps19_education,cps19_age,cps19_imp_iss_party
31291,Not very satisfied,Spend more,Liberal,Alberta,Bachelor's degree,50,Don't know/ Prefer not to answer
31292,Very satisfied,Spend more,Liberal,Quebec,Some secondary/ high school,39,Liberal Party
31293,Not very satisfied,Spend more,Conservative,Ontario,Some university,19,
31294,Not at all satisfied,Spend less,Liberal,Quebec,Some university,51,Conservative Party
31295,Fairly satisfied,Spend about the same as now,ndp,Saskatchewan,Master's degree,39,ndp
31296,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,40,Liberal Party
31297,Very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,91,
31298,Very satisfied,Spend more,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",59,Liberal Party
31299,Fairly satisfied,Spend more,Liberal,Ontario,Master's degree,31,Green Party
31300,Fairly satisfied,Spend more,ndp,Ontario,Professional degree or doctorate,34,ndp
31301,Not very satisfied,Spend about the same as now,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",37,Don't know/ Prefer not to answer
31302,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Completed secondary/ high school,72,Conservative Party
31303,Not very satisfied,Spend more,Liberal,Quebec,Some university,37,ndp
31304,Not very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,23,Conservative Party
31305,Not at all satisfied,Spend more,Conservative,Alberta,"Some technical, community college, CEGEP, College Classique",62,Conservative Party
31306,Not very satisfied,Spend more,Green,Ontario,"Some technical, community college, CEGEP, College Classique",40,Don't know/ Prefer not to answer
31307,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,"Some technical, community college, CEGEP, College Classique",19,Green Party
31308,Not very satisfied,Spend more,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",71,Liberal Party
31309,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Professional degree or doctorate,82,Conservative Party
31310,Fairly satisfied,Spend about the same as now,Liberal,Quebec,Master's degree,44,Conservative Party
31311,Fairly satisfied,Spend more,Liberal,Quebec,Master's degree,65,Green Party
31312,Not at all satisfied,Spend about the same as now,Conservative,Alberta,"Completed technical, community college, CEGEP, College Classique",44,Conservative Party
31313,Not at all satisfied,Spend more,Conservative,Quebec,Some university,62,Bloc Qu<e9>b<e9>cois
31314,Not very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Quebec,"Completed technical, community college, CEGEP, College Classique",62,Don't know/ Prefer not to answer
31315,Not at all satisfied,Spend less,Conservative,Manitoba,Some university,30,Conservative Party
31316,Not at all satisfied,Spend less,Conservative,Ontario,Professional degree or doctorate,34,Conservative Party
31317,Very satisfied,Spend more,None of these,Ontario,Some university,39,Green Party
31318,Not very satisfied,Spend more,None of these,New Brunswick,Bachelor's degree,42,ndp
31319,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Bachelor's degree,23,Liberal Party
31320,Not at all satisfied,Spend less,Don't know/ Prefer not to answer,Ontario,Completed secondary/ high school,49,
31321,Fairly satisfied,Spend more,None of these,Ontario,Some university,24,
31322,Very satisfied,Spend more,Liberal,Manitoba,Master's degree,51,
31323,Not very satisfied,Spend more,ndp,Ontario,Some university,22,Green Party
31324,Very satisfied,Spend more,Liberal,Ontario,Master's degree,34,Don't know/ Prefer not to answer
31325,Very satisfied,Spend more,Liberal,Quebec,Some secondary/ high school,30,
31326,Not at all satisfied,Spend less,Conservative,Alberta,"Completed technical, community college, CEGEP, College Classique",55,Conservative Party
31327,Fairly satisfied,Spend more,ndp,Quebec,Professional degree or doctorate,57,Don't know/ Prefer not to answer
31328,Not at all satisfied,Spend about the same as now,Conservative,New Brunswick,"Completed technical, community college, CEGEP, College Classique",67,Conservative Party
31329,Not at all satisfied,Spend more,Don't know/ Prefer not to answer,Manitoba,Completed secondary/ high school,26,Conservative Party
31330,Fairly satisfied,Spend about the same as now,Liberal,Alberta,Bachelor's degree,58,Liberal Party
31331,Not very satisfied,Spend more,ndp,Alberta,Some secondary/ high school,21,ndp
31332,Fairly satisfied,Spend about the same as now,Liberal,Quebec,Master's degree,43,Don't know/ Prefer not to answer
31333,Very satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,Some university,90,
31334,Not very satisfied,Spend more,ndp,Quebec,"Completed technical, community college, CEGEP, College Classique",41,Bloc Qu<e9>b<e9>cois
31335,Very satisfied,Spend more,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",23,Liberal Party
31336,Fairly satisfied,Spend more,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",22,Don't know/ Prefer not to answer
31337,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,"Completed technical, community college, CEGEP, College Classique",26,Liberal Party
31338,Not at all satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",23,ndp
31339,Not at all satisfied,Spend less,Conservative,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",76,Conservative Party
31340,Not at all satisfied,Spend about the same as now,Conservative,Saskatchewan,"Some technical, community college, CEGEP, College Classique",30,ndp
31341,Fairly satisfied,Spend more,Liberal,Quebec,Master's degree,59,Liberal Party
31342,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,70,ndp
31343,Fairly satisfied,Spend more,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",35,Don't know/ Prefer not to answer
31344,Not very satisfied,Spend more,Liberal,Quebec,Some university,57,Liberal Party
31345,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Some university,59,
31346,Not very satisfied,Spend more,Conservative,Alberta,Bachelor's degree,61,Conservative Party
31347,Not at all satisfied,Spend about the same as now,ndp,Ontario,Bachelor's degree,35,Liberal Party
31348,Not at all satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,"Completed technical, community college, CEGEP, College Classique",30,Don't know/ Prefer not to answer
31349,Very satisfied,Spend more,Liberal,Quebec,Some secondary/ high school,88,Liberal Party
31350,Not at all satisfied,Spend more,Green,Ontario,Bachelor's degree,39,
31351,Not very satisfied,Spend about the same as now,Conservative,Saskatchewan,Bachelor's degree,30,
31352,Fairly satisfied,Spend more,ndp,Quebec,Some university,55,ndp
31353,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",44,Green Party
31354,Not at all satisfied,Spend about the same as now,Conservative,Saskatchewan,Completed secondary/ high school,66,Conservative Party
31355,Not very satisfied,Spend more,Liberal,Alberta,"Some technical, community college, CEGEP, College Classique",56,Liberal Party
31356,Not very satisfied,Spend more,ndp,Quebec,"Some technical, community college, CEGEP, College Classique",33,
31357,Fairly satisfied,Spend about the same as now,ndp,Ontario,Bachelor's degree,38,ndp
31358,Not very satisfied,Spend about the same as now,ndp,Alberta,"Some technical, community college, CEGEP, College Classique",58,Don't know/ Prefer not to answer
31359,Fairly satisfied,Spend more,None of these,Quebec,"Completed technical, community college, CEGEP, College Classique",68,
31360,Not very satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,Some university,49,Green Party
31361,Fairly satisfied,Spend more,ndp,Quebec,Completed secondary/ high school,19,
31362,Not at all satisfied,Spend less,Conservative,Alberta,Bachelor's degree,49,Conservative Party
31363,Not very satisfied,Spend more,Green,Alberta,Professional degree or doctorate,29,Green Party
31364,Don't know/ Prefer not to answer,Spend more,None of these,Ontario,Bachelor's degree,41,
31365,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Completed secondary/ high school,42,Conservative Party
31366,Not very satisfied,Spend about the same as now,None of these,Quebec,Completed secondary/ high school,61,
31367,Not at all satisfied,Spend about the same as now,Conservative,Alberta,"Completed technical, community college, CEGEP, College Classique",56,Conservative Party
31368,Fairly satisfied,Spend more,Liberal,Alberta,Bachelor's degree,41,Liberal Party
31369,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,73,
31370,Fairly satisfied,Spend more,Liberal,Quebec,"Some technical, community college, CEGEP, College Classique",62,
31371,Fairly satisfied,Spend more,Liberal,Saskatchewan,Bachelor's degree,69,ndp
31372,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Bachelor's degree,62,Conservative Party
31373,Not very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Alberta,Bachelor's degree,54,Don't know/ Prefer not to answer
31374,Not at all satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",65,Bloc Qu<e9>b<e9>cois
31375,Fairly satisfied,Spend more,Conservative,Ontario,Completed elementary school,34,Green Party
31376,Not very satisfied,Spend more,Liberal,Alberta,Bachelor's degree,62,Liberal Party
31377,Fairly satisfied,Spend more,ndp,Quebec,Bachelor's degree,53,Green Party
31378,Not at all satisfied,Spend more,Conservative,Alberta,Completed secondary/ high school,35,
31379,Very satisfied,Spend less,Green,Ontario,Bachelor's degree,30,Liberal Party
31380,Not very satisfied,Spend more,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",37,Green Party
31381,Not at all satisfied,Spend less,Conservative,Saskatchewan,Some university,25,Conservative Party
31382,Not at all satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Ontario,Master's degree,34,Conservative Party
31383,Not very satisfied,Spend more,ndp,Ontario,"Some technical, community college, CEGEP, College Classique",50,ndp
31384,Not very satisfied,Don't know/ Prefer not to answer,ndp,Quebec,Completed secondary/ high school,69,
31385,Don't know/ Prefer not to answer,Spend more,None of these,Ontario,"Some technical, community college, CEGEP, College Classique",45,
31386,Very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,49,Liberal Party
31387,Fairly satisfied,Spend less,Liberal,Ontario,Bachelor's degree,44,Liberal Party
31388,Not very satisfied,Spend about the same as now,Green,Ontario,Bachelor's degree,55,People's Party
31389,Fairly satisfied,Spend more,None of these,Saskatchewan,Bachelor's degree,38,Liberal Party
31390,Very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Ontario,Bachelor's degree,39,
31391,Very satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",98,
31392,Not very satisfied,Spend more,Conservative,Alberta,"Some technical, community college, CEGEP, College Classique",22,Conservative Party
31393,Fairly satisfied,Spend about the same as now,Liberal,Quebec,Some secondary/ high school,45,
31394,Fairly satisfied,Spend about the same as now,None of these,Ontario,Some university,27,
31395,Fairly satisfied,Spend more,Green,Prince Edward Island,Some elementary school,38,Liberal Party
31396,Not very satisfied,Spend more,ndp,Ontario,Bachelor's degree,22,ndp
31397,Not at all satisfied,Spend more,Liberal,Ontario,Professional degree or doctorate,33,Don't know/ Prefer not to answer
31398,Not at all satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,50,Don't know/ Prefer not to answer
31399,Fairly satisfied,Spend about the same as now,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",27,Liberal Party
31400,Not at all satisfied,Spend about the same as now,Conservative,Manitoba,Bachelor's degree,70,Conservative Party
31401,Not at all satisfied,Spend more,Conservative,Quebec,"Completed technical, community college, CEGEP, College Classique",53,Liberal Party
31402,Very satisfied,Spend more,Liberal,New Brunswick,Some secondary/ high school,38,Liberal Party
31403,Not at all satisfied,Spend more,Green,Ontario,"Completed technical, community college, CEGEP, College Classique",58,Green Party
31404,Not very satisfied,Spend more,ndp,Alberta,Bachelor's degree,24,ndp
31405,Fairly satisfied,Spend more,Liberal,Ontario,Some university,51,Liberal Party
31406,Very satisfied,Spend about the same as now,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",40,
31407,Not at all satisfied,Spend less,Conservative,Saskatchewan,Some university,56,Conservative Party
31408,Not very satisfied,Spend less,Green,Ontario,"Some technical, community college, CEGEP, College Classique",40,
31409,Fairly satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Saskatchewan,Completed secondary/ high school,58,Liberal Party
31410,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Some university,18,Green Party
31411,Fairly satisfied,Spend more,Conservative,Ontario,Master's degree,28,
31412,Very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,30,
31413,Not at all satisfied,Spend about the same as now,Conservative,Quebec,"Some technical, community college, CEGEP, College Classique",27,Green Party
31414,Fairly satisfied,Spend more,People's Party,Ontario,Bachelor's degree,35,ndp
31415,Fairly satisfied,Spend about the same as now,None of these,Ontario,Bachelor's degree,28,
31416,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,43,Green Party
31417,Fairly satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,Some secondary/ high school,67,
31418,Very satisfied,Spend about the same as now,None of these,Manitoba,Some university,47,Liberal Party
